Pair,Causal_Relation_1,Conclusion_1,Causal_Relation_2,Conclusion_2,Classification,X,Y,Z
474,An increase in lost contract leads to more muted microphone during network forum.,No,An increase in lost contract leads to more network forum and an increase in muted microphone leads to more network forum.,Yes,B_A,lost contract,muted microphone,network forum
475,An increase in conflicting report leads to more loose window during compliance roundtable.,No,An increase in conflicting report leads to more compliance roundtable and an increase in loose window leads to more compliance roundtable.,Yes,B_A,conflicting report,loose window,compliance roundtable
476,An increase in regulation memo leads to more engine recall during training module.,No,An increase in regulation memo leads to more training module and an increase in engine recall leads to more training module.,Yes,B_A,regulation memo,engine recall,training module
477,An increase in warehouse lock leads to more spec update during order reschedule.,No,An increase in warehouse lock leads to more order reschedule and an increase in spec update leads to more order reschedule.,Yes,B_A,warehouse lock,spec update,order reschedule
478,An increase in repair budget leads to more seat damage during repair request.,No,An increase in repair budget leads to more repair request and an increase in seat damage leads to more repair request.,Yes,B_A,repair budget,seat damage,repair request
479,An increase in citizen petition leads to more funding revision during council workshop.,No,An increase in citizen petition leads to more council workshop and an increase in funding revision leads to more council workshop.,Yes,B_A,citizen petition,funding revision,council workshop
480,An increase in policy notice leads to more machine jam during inspection round.,No,An increase in policy notice leads to more inspection round and an increase in machine jam leads to more inspection round.,Yes,B_A,policy notice,machine jam,inspection round
481,An increase in badge rollout leads to more privacy rule during access training.,No,An increase in badge rollout leads to more access training and an increase in privacy rule leads to more access training.,Yes,B_A,badge rollout,privacy rule,access training
482,An increase in service contract leads to more supply recall during service campaign.,No,An increase in service contract leads to more service campaign and an increase in supply recall leads to more service campaign.,Yes,B_A,service contract,supply recall,service campaign
483,An increase in mail bounce leads to more form mistake during correction filing.,No,An increase in mail bounce leads to more correction filing and an increase in form mistake leads to more correction filing.,Yes,B_A,mail bounce,form mistake,correction filing
484,An increase in storm forecast leads to more taxiway repair during flight reroute.,No,An increase in storm forecast leads to more flight reroute and an increase in taxiway repair leads to more flight reroute.,Yes,B_A,storm forecast,taxiway repair,flight reroute
485,An increase in staff influx leads to more platform upgrade during onboarding class.,No,An increase in staff influx leads to more onboarding class and an increase in platform upgrade leads to more onboarding class.,Yes,B_A,staff influx,platform upgrade,onboarding class
486,An increase in supply embargo leads to more lab relocation during project standby.,No,An increase in supply embargo leads to more project standby and an increase in lab relocation leads to more project standby.,Yes,B_A,supply embargo,lab relocation,project standby
487,An increase in street blockade leads to more tram strike during commute scramble.,No,An increase in street blockade leads to more commute scramble and an increase in tram strike leads to more commute scramble.,Yes,B_A,street blockade,tram strike,commute scramble
488,An increase in sun burn leads to more wasp sting during skin hurt.,No,An increase in sun burn leads to more skin hurt and an increase in wasp sting leads to more skin hurt.,Yes,B_A,sun burn,wasp sting,skin hurt
489,An increase in chef absence leads to more allergen report during kitchen briefing.,No,An increase in chef absence leads to more kitchen briefing and an increase in allergen report leads to more kitchen briefing.,Yes,B_A,chef absence,allergen report,kitchen briefing
490,An increase in liability waiver leads to more ladder wobble during safety clinic.,No,An increase in liability waiver leads to more safety clinic and an increase in ladder wobble leads to more safety clinic.,Yes,B_A,liability waiver,ladder wobble,safety clinic
491,An increase in storage limit leads to more price change during inventory reorder.,No,An increase in storage limit leads to more inventory reorder and an increase in price change leads to more inventory reorder.,Yes,B_A,storage limit,price change,inventory reorder
492,An increase in safety decree leads to more union contract during policy clinic.,No,An increase in safety decree leads to more policy clinic and an increase in union contract leads to more policy clinic.,Yes,B_A,safety decree,union contract,policy clinic
493,An increase in holiday deadline leads to more tool outage during deadline extension.,No,An increase in holiday deadline leads to more deadline extension and an increase in tool outage leads to more deadline extension.,Yes,B_A,holiday deadline,tool outage,deadline extension
494,An increase in account merger leads to more credential reset during account review.,No,An increase in account merger leads to more account review and an increase in credential reset leads to more account review.,Yes,B_A,account merger,credential reset,account review
495,An increase in regulator letter leads to more insurance claim during repair approval.,No,An increase in regulator letter leads to more repair approval and an increase in insurance claim leads to more repair approval.,Yes,B_A,regulator letter,insurance claim,repair approval
496,An increase in transmission fault leads to more power demand during grid curtailment.,No,An increase in transmission fault leads to more grid curtailment and an increase in power demand leads to more grid curtailment.,Yes,B_A,transmission fault,power demand,grid curtailment
497,An increase in equipment tow leads to more crew request during gate reassignment.,No,An increase in equipment tow leads to more gate reassignment and an increase in crew request leads to more gate reassignment.,Yes,B_A,equipment tow,crew request,gate reassignment
498,An increase in code update leads to more alarm test during building inspection.,No,An increase in code update leads to more building inspection and an increase in alarm test leads to more building inspection.,Yes,B_A,code update,alarm test,building inspection
499,An increase in zoning notice leads to more pavement repair during permit hearing.,No,An increase in zoning notice leads to more permit hearing and an increase in pavement repair leads to more permit hearing.,Yes,B_A,zoning notice,pavement repair,permit hearing
500,An increase in quota limit leads to more quality complaint during supplier huddle.,No,An increase in quota limit leads to more supplier huddle and an increase in quality complaint leads to more supplier huddle.,Yes,B_A,quota limit,quality complaint,supplier huddle
501,Will the increase of sun heat cause sweat drop during tax law?,Yes,Will the increase of sun heat cause tax law and the increase of sweat drop cause tax law?,No,O_D,sun heat,sweat drop,tax law
502,Will the increase of study practice cause test scores during parking hours?,Yes,Will the increase of study practice cause parking hours and the increase of test scores cause parking hours?,No,O_D,study practice,test scores,parking hours
503,Will the increase of exercise routine cause stamina gain during library closing?,Yes,Will the increase of exercise routine cause library closing and the increase of stamina gain cause library closing?,No,O_D,exercise routine,stamina gain,library closing
504,Will the increase of press key cause screen type during exam test?,Yes,Will the increase of press key cause exam test and the increase of screen type cause exam test?,No,O_D,press key,screen type,exam test
505,Will the increase of piano practice cause finger agility during printer window?,Yes,Will the increase of piano practice cause printer window and the increase of finger agility cause printer window?,No,O_D,piano practice,finger agility,printer window
506,Will the increase of reading habit cause vocab growth during cafeteria hours?,Yes,Will the increase of reading habit cause cafeteria hours and the increase of vocab growth cause cafeteria hours?,No,O_D,reading habit,vocab growth,cafeteria hours
507,Will the increase of stretching routine cause flexibility gain during shuttle hours?,Yes,Will the increase of stretching routine cause shuttle hours and the increase of flexibility gain cause shuttle hours?,No,O_D,stretching routine,flexibility gain,shuttle hours
508,Will the increase of budget tracking cause spending awareness during office hours?,Yes,Will the increase of budget tracking cause office hours and the increase of spending awareness cause office hours?,No,O_D,budget tracking,spending awareness,office hours
509,Will the increase of code review cause bug reduction during clinic hours?,Yes,Will the increase of code review cause clinic hours and the increase of bug reduction cause clinic hours?,No,O_D,code review,bug reduction,clinic hours
510,Will the increase of sunscreen use cause skin protection during museum hours?,Yes,Will the increase of sunscreen use cause museum hours and the increase of skin protection cause museum hours?,No,O_D,sunscreen use,skin protection,museum hours
511,Will the increase of rain fall cause grass grow during stock price?,Yes,Will the increase of rain fall cause stock price and the increase of grass grow cause stock price?,No,O_D,rain fall,grass grow,stock price
512,Will the increase of snow fall cause ski speed during book sale?,Yes,Will the increase of snow fall cause book sale and the increase of ski speed cause book sale?,No,O_D,snow fall,ski speed,book sale
513,Will the increase of dust exposure cause eye itching during evening shift?,Yes,Will the increase of dust exposure cause evening shift and the increase of eye itching cause evening shift?,No,O_D,dust exposure,eye itching,evening shift
514,Will the increase of pollen count cause sneezing fits during morning shift?,Yes,Will the increase of pollen count cause morning shift and the increase of sneezing fits cause morning shift?,No,O_D,pollen count,sneezing fits,morning shift
515,Will the increase of spin top cause toy turn during play time?,Yes,Will the increase of spin top cause play time and the increase of toy turn cause play time?,No,O_D,spin top,toy turn,play time
516,Will the increase of spicy meal cause stomach burn during exam week?,Yes,Will the increase of spicy meal cause exam week and the increase of stomach burn cause exam week?,No,O_D,spicy meal,stomach burn,exam week
517,Will the increase of joke tell cause laugh loud during floor wax?,Yes,Will the increase of joke tell cause floor wax and the increase of laugh loud cause floor wax?,No,O_D,joke tell,laugh loud,floor wax
518,Will the increase of poor posture cause neck strain during repair window?,Yes,Will the increase of poor posture cause repair window and the increase of neck strain cause repair window?,No,O_D,poor posture,neck strain,repair window
519,Will the increase of missed meals cause sugar crash during maintenance day?,Yes,Will the increase of missed meals cause maintenance day and the increase of sugar crash cause maintenance day?,No,O_D,missed meals,sugar crash,maintenance day
520,Will the increase of weak battery cause screen dimming during audit period?,Yes,Will the increase of weak battery cause audit period and the increase of screen dimming cause audit period?,No,O_D,weak battery,screen dimming,audit period
521,Will the increase of caffeine consumption cause energy level during fire drill?,Yes,Will the increase of caffeine consumption cause fire drill and the increase of energy level cause fire drill?,No,O_D,caffeine consumption,energy level,fire drill
522,Will the increase of cracked screen cause touch failure during pickup hours?,Yes,Will the increase of cracked screen cause pickup hours and the increase of touch failure cause pickup hours?,No,O_D,cracked screen,touch failure,pickup hours
523,Will the increase of frayed cable cause charger failure during cleaning day?,Yes,Will the increase of frayed cable cause cleaning day and the increase of charger failure cause cleaning day?,No,O_D,frayed cable,charger failure,cleaning day
524,Will the increase of cut finger cause bleed red during cloud drift?,Yes,Will the increase of cut finger cause cloud drift and the increase of bleed red cause cloud drift?,No,O_D,cut finger,bleed red,cloud drift
525,Will the increase of broken zipper cause jacket tear during training session?,Yes,Will the increase of broken zipper cause training session and the increase of jacket tear cause training session?,No,O_D,broken zipper,jacket tear,training session
526,Will the increase of dirty filter cause airflow drop during lab meeting?,Yes,Will the increase of dirty filter cause lab meeting and the increase of airflow drop cause lab meeting?,No,O_D,dirty filter,airflow drop,lab meeting
527,Will the increase of loose screw cause panel rattle during bus layover?,Yes,Will the increase of loose screw cause bus layover and the increase of panel rattle cause bus layover?,No,O_D,loose screw,panel rattle,bus layover
528,Will the increase of faulty sensor cause false alarm during gate boarding?,Yes,Will the increase of faulty sensor cause gate boarding and the increase of false alarm cause gate boarding?,No,O_D,faulty sensor,false alarm,gate boarding
529,Will the increase of broken belt cause machine noise during ticket window?,Yes,Will the increase of broken belt cause ticket window and the increase of machine noise cause ticket window?,No,O_D,broken belt,machine noise,ticket window
530,Will the increase of clogged drain cause water backup during service window?,Yes,Will the increase of clogged drain cause service window and the increase of water backup cause service window?,No,O_D,clogged drain,water backup,service window
531,Will the increase of stale milk cause stomach upset during hotline hours?,Yes,Will the increase of stale milk cause hotline hours and the increase of stomach upset cause hotline hours?,No,O_D,stale milk,stomach upset,hotline hours
532,Will the increase of smoke exposure cause coughing fits during campus tour?,Yes,Will the increase of smoke exposure cause campus tour and the increase of coughing fits cause campus tour?,No,O_D,smoke exposure,coughing fits,campus tour
533,Will the increase of salt intake cause high thirst during chess match?,Yes,Will the increase of salt intake cause chess match and the increase of high thirst cause chess match?,No,O_D,salt intake,high thirst,chess match
534,Will the increase of eat cake cause weight gain during mars orbit?,Yes,Will the increase of eat cake cause mars orbit and the increase of weight gain cause mars orbit?,No,O_D,eat cake,weight gain,mars orbit
535,Will the increase of salt intake cause thirst increase during router reboot?,Yes,Will the increase of salt intake cause router reboot and the increase of thirst increase cause router reboot?,No,O_D,salt intake,thirst increase,router reboot
536,Will the increase of water intake cause hydration level during hallway repaint?,Yes,Will the increase of water intake cause hallway repaint and the increase of hydration level cause hallway repaint?,No,O_D,water intake,hydration level,hallway repaint
537,Will the increase of heavy lifting cause muscle soreness during ceiling repair?,Yes,Will the increase of heavy lifting cause ceiling repair and the increase of muscle soreness cause ceiling repair?,No,O_D,heavy lifting,muscle soreness,ceiling repair
538,Will the increase of alcohol intake cause coordination loss during power outage?,Yes,Will the increase of alcohol intake cause power outage and the increase of coordination loss cause power outage?,No,O_D,alcohol intake,coordination loss,power outage
539,Will the increase of long sitting cause leg stiffness during store hours?,Yes,Will the increase of long sitting cause store hours and the increase of leg stiffness cause store hours?,No,O_D,long sitting,leg stiffness,store hours
540,Will the increase of screen glare cause eye strain during road resurfacing?,Yes,Will the increase of screen glare cause road resurfacing and the increase of eye strain cause road resurfacing?,No,O_D,screen glare,eye strain,road resurfacing
541,Will the increase of bright lights cause headache onset during sidewalk repair?,Yes,Will the increase of bright lights cause sidewalk repair and the increase of headache onset cause sidewalk repair?,No,O_D,bright lights,headache onset,sidewalk repair
542,Will the increase of cold virus cause cough symptoms during pipeline inspection?,Yes,Will the increase of cold virus cause pipeline inspection and the increase of cough symptoms cause pipeline inspection?,No,O_D,cold virus,cough symptoms,pipeline inspection
543,Will the increase of iron deficiency cause fatigue symptoms during antenna alignment?,Yes,Will the increase of iron deficiency cause antenna alignment and the increase of fatigue symptoms cause antenna alignment?,No,O_D,iron deficiency,fatigue symptoms,antenna alignment
544,Will the increase of cardio training cause heart endurance during software rollout?,Yes,Will the increase of cardio training cause software rollout and the increase of heart endurance cause software rollout?,No,O_D,cardio training,heart endurance,software rollout
545,Will the increase of meditation habit cause anxiety reduction during policy briefing?,Yes,Will the increase of meditation habit cause policy briefing and the increase of anxiety reduction cause policy briefing?,No,O_D,meditation habit,anxiety reduction,policy briefing
546,Will the increase of practice drills cause skill improvement during schedule posting?,Yes,Will the increase of practice drills cause schedule posting and the increase of skill improvement cause schedule posting?,No,O_D,practice drills,skill improvement,schedule posting
547,Will the increase of language practice cause speaking confidence during badge renewal?,Yes,Will the increase of language practice cause badge renewal and the increase of speaking confidence cause badge renewal?,No,O_D,language practice,speaking confidence,badge renewal
548,Will the increase of meal planning cause diet consistency during badge printing?,Yes,Will the increase of meal planning cause badge printing and the increase of diet consistency cause badge printing?,No,O_D,meal planning,diet consistency,badge printing
549,Will the increase of breathing practice cause stress relief during key exchange?,Yes,Will the increase of breathing practice cause key exchange and the increase of stress relief cause key exchange?,No,O_D,breathing practice,stress relief,key exchange
550,Will the increase of journaling habit cause self awareness during room inspection?,Yes,Will the increase of journaling habit cause room inspection and the increase of self awareness cause room inspection?,No,O_D,journaling habit,self awareness,room inspection
551,Will the increase of coffee intake cause sleep delay during printer outage?,Yes,Will the increase of coffee intake cause printer outage and the increase of sleep delay cause printer outage?,No,O_D,coffee intake,sleep delay,printer outage
552,Will the increase of router reboot cause session reset during lunch break?,Yes,Will the increase of router reboot cause lunch break and the increase of session reset cause lunch break?,No,O_D,router reboot,session reset,lunch break
553,Will the increase of spicy meal cause stomach ache during audit meeting?,Yes,Will the increase of spicy meal cause audit meeting and the increase of stomach ache cause audit meeting?,No,O_D,spicy meal,stomach ache,audit meeting
554,Will the increase of lamp glare cause eye redness during server downtime?,Yes,Will the increase of lamp glare cause server downtime and the increase of eye redness cause server downtime?,No,O_D,lamp glare,eye redness,server downtime
555,Will the increase of run fast cause heart beat during tea price?,Yes,Will the increase of run fast cause tea price and the increase of heart beat cause tea price?,No,O_D,run fast,heart beat,tea price
556,Will the increase of exercise volume cause endorphin release during lunch break?,Yes,Will the increase of exercise volume cause lunch break and the increase of endorphin release cause lunch break?,No,O_D,exercise volume,endorphin release,lunch break
557,Will the increase of summer heat cause ice consumption during tax law?,Yes,Will the increase of summer heat cause tax law and the increase of ice consumption cause tax law?,No,O_D,summer heat,ice consumption,tax law
558,Will the increase of rain storm cause traffic jam during badge pickup?,Yes,Will the increase of rain storm cause badge pickup and the increase of traffic jam cause badge pickup?,No,O_D,rain storm,traffic jam,badge pickup
559,Will the increase of monitor flicker cause eye strain during signal blackout?,Yes,Will the increase of monitor flicker cause signal blackout and the increase of eye strain cause signal blackout?,No,O_D,monitor flicker,eye strain,signal blackout
560,Will the increase of oil leak cause engine smoke during budget review?,Yes,Will the increase of oil leak cause budget review and the increase of engine smoke cause budget review?,No,O_D,oil leak,engine smoke,budget review
561,Will the increase of piano practice cause finger agility during train delay?,Yes,Will the increase of piano practice cause train delay and the increase of finger agility cause train delay?,No,O_D,piano practice,finger agility,train delay
562,Will the increase of study practice cause score increase during elevator outage?,Yes,Will the increase of study practice cause elevator outage and the increase of score increase cause elevator outage?,No,O_D,study practice,score increase,elevator outage
563,Will the increase of stretching routine cause flexibility gain during committee meeting?,Yes,Will the increase of stretching routine cause committee meeting and the increase of flexibility gain cause committee meeting?,No,O_D,stretching routine,flexibility gain,committee meeting
564,Will the increase of fire burn cause wood ash during fish swim?,Yes,Will the increase of fire burn cause fish swim and the increase of wood ash cause fish swim?,No,O_D,fire burn,wood ash,fish swim
565,Will the increase of road salt cause rust spots during project kickoff?,Yes,Will the increase of road salt cause project kickoff and the increase of rust spots cause project kickoff?,No,O_D,road salt,rust spots,project kickoff
566,Will the increase of cache flush cause memory release during weekend window?,Yes,Will the increase of cache flush cause weekend window and the increase of memory release cause weekend window?,No,O_D,cache flush,memory release,weekend window
567,Will the increase of tight boots cause heel blisters during museum closure?,Yes,Will the increase of tight boots cause museum closure and the increase of heel blisters cause museum closure?,No,O_D,tight boots,heel blisters,museum closure
568,Will the increase of cold virus cause cough symptoms during road shutdown?,Yes,Will the increase of cold virus cause road shutdown and the increase of cough symptoms cause road shutdown?,No,O_D,cold virus,cough symptoms,road shutdown
569,Will the increase of firmware update cause device restart during lunch meeting?,Yes,Will the increase of firmware update cause lunch meeting and the increase of device restart cause lunch meeting?,No,O_D,firmware update,device restart,lunch meeting
570,Will the increase of bug report cause ticket creation during power blackout?,Yes,Will the increase of bug report cause power blackout and the increase of ticket creation cause power blackout?,No,O_D,bug report,ticket creation,power blackout
571,Will the increase of quiet breathing cause stress drop during airport delay?,Yes,Will the increase of quiet breathing cause airport delay and the increase of stress drop cause airport delay?,No,O_D,quiet breathing,stress drop,airport delay
572,Will the increase of fast driving cause brake heating during inventory check?,Yes,Will the increase of fast driving cause inventory check and the increase of brake heating cause inventory check?,No,O_D,fast driving,brake heating,inventory check
573,Will the increase of poor posture cause neck strain during show postponement?,Yes,Will the increase of poor posture cause show postponement and the increase of neck strain cause show postponement?,No,O_D,poor posture,neck strain,show postponement
574,Will the increase of light match cause fire start during camp night?,Yes,Will the increase of light match cause camp night and the increase of fire start cause camp night?,No,O_D,light match,fire start,camp night
575,Will the increase of turn page cause story read during rain drop?,Yes,Will the increase of turn page cause rain drop and the increase of story read cause rain drop?,No,O_D,turn page,story read,rain drop
576,Will the increase of tea brewing cause alertness lift during museum visit?,Yes,Will the increase of tea brewing cause museum visit and the increase of alertness lift cause museum visit?,No,O_D,tea brewing,alertness lift,museum visit
577,Will the increase of software install cause system reboot during lunch hour?,Yes,Will the increase of software install cause lunch hour and the increase of system reboot cause lunch hour?,No,O_D,software install,system reboot,lunch hour
578,Will the increase of dust inhalation cause sneeze burst during parking hours?,Yes,Will the increase of dust inhalation cause parking hours and the increase of sneeze burst cause parking hours?,No,O_D,dust inhalation,sneeze burst,parking hours
579,Will the increase of workout session cause stamina gain during website outage?,Yes,Will the increase of workout session cause website outage and the increase of stamina gain cause website outage?,No,O_D,workout session,stamina gain,website outage
580,Will the increase of router reset cause connection restore during staff picnic?,Yes,Will the increase of router reset cause staff picnic and the increase of connection restore cause staff picnic?,No,O_D,router reset,connection restore,staff picnic
581,Will the increase of chili eating cause mouth tingling during archive day?,Yes,Will the increase of chili eating cause archive day and the increase of mouth tingling cause archive day?,No,O_D,chili eating,mouth tingling,archive day
582,Will the increase of stress exposure cause cortisol production during staff meeting?,Yes,Will the increase of stress exposure cause staff meeting and the increase of cortisol production cause staff meeting?,No,O_D,stress exposure,cortisol production,staff meeting
583,Will the increase of salt reduction cause pressure drop during policy workshop?,Yes,Will the increase of salt reduction cause policy workshop and the increase of pressure drop cause policy workshop?,No,O_D,salt reduction,pressure drop,policy workshop
584,Will the increase of oil refill cause engine smoothness during campus tour?,Yes,Will the increase of oil refill cause campus tour and the increase of engine smoothness cause campus tour?,No,O_D,oil refill,engine smoothness,campus tour
585,Will the increase of guitar practice cause chord accuracy during network outage?,Yes,Will the increase of guitar practice cause network outage and the increase of chord accuracy cause network outage?,No,O_D,guitar practice,chord accuracy,network outage
586,Will the increase of cold exposure cause shiver onset during calendar audit?,Yes,Will the increase of cold exposure cause calendar audit and the increase of shiver onset cause calendar audit?,No,O_D,cold exposure,shiver onset,calendar audit
587,Will the increase of driver update cause display flicker during book club?,Yes,Will the increase of driver update cause book club and the increase of display flicker cause book club?,No,O_D,driver update,display flicker,book club
588,Will the increase of sugar intake cause energy surge during mail outage?,Yes,Will the increase of sugar intake cause mail outage and the increase of energy surge cause mail outage?,No,O_D,sugar intake,energy surge,mail outage
589,Will the increase of breathing exercise cause stress relief during ticket line?,Yes,Will the increase of breathing exercise cause ticket line and the increase of stress relief cause ticket line?,No,O_D,breathing exercise,stress relief,ticket line
590,Will the increase of language study cause vocabulary growth during repair pause?,Yes,Will the increase of language study cause repair pause and the increase of vocabulary growth cause repair pause?,No,O_D,language study,vocabulary growth,repair pause
591,Will the increase of tea sipping cause calm focus during storm delay?,Yes,Will the increase of tea sipping cause storm delay and the increase of calm focus cause storm delay?,No,O_D,tea sipping,calm focus,storm delay
592,Will the increase of app reinstall cause crash removal during garden party?,Yes,Will the increase of app reinstall cause garden party and the increase of crash removal cause garden party?,No,O_D,app reinstall,crash removal,garden party
593,Will the increase of helmet fitting cause comfort increase during parking audit?,Yes,Will the increase of helmet fitting cause parking audit and the increase of comfort increase cause parking audit?,No,O_D,helmet fitting,comfort increase,parking audit
594,Will the increase of lens cleaning cause photo clarity during server pause?,Yes,Will the increase of lens cleaning cause server pause and the increase of photo clarity cause server pause?,No,O_D,lens cleaning,photo clarity,server pause
595,Will the increase of noise exposure cause hearing fatigue during lobby concert?,Yes,Will the increase of noise exposure cause lobby concert and the increase of hearing fatigue cause lobby concert?,No,O_D,noise exposure,hearing fatigue,lobby concert
596,Will the increase of firewall update cause port reopen during movie night?,Yes,Will the increase of firewall update cause movie night and the increase of port reopen cause movie night?,No,O_D,firewall update,port reopen,movie night
597,Will the increase of seat adjustment cause posture comfort during service outage?,Yes,Will the increase of seat adjustment cause service outage and the increase of posture comfort cause service outage?,No,O_D,seat adjustment,posture comfort,service outage
598,Will the increase of high altitude cause ear popping during office party?,Yes,Will the increase of high altitude cause office party and the increase of ear popping cause office party?,No,O_D,high altitude,ear popping,office party
599,Will the increase of cold shower cause alertness boost during checkout outage?,Yes,Will the increase of cold shower cause checkout outage and the increase of alertness boost cause checkout outage?,No,O_D,cold shower,alertness boost,checkout outage
600,Will the increase of kick door cause wood crack during police raid?,Yes,Will the increase of kick door cause police raid and the increase of wood crack cause police raid?,No,O_D,kick door,wood crack,police raid
601,Will the increase of cat dander cause nose sneezing during budget review?,Yes,Will the increase of cat dander cause budget review and the increase of nose sneezing cause budget review?,No,O_D,cat dander,nose sneezing,budget review
602,Will the increase of blue light cause eye fatigue during parking window?,Yes,Will the increase of blue light cause parking window and the increase of eye fatigue cause parking window?,No,O_D,blue light,eye fatigue,parking window
603,Will the increase of tight waistband cause stomach pressure during museum raffle?,Yes,Will the increase of tight waistband cause museum raffle and the increase of stomach pressure cause museum raffle?,No,O_D,tight waistband,stomach pressure,museum raffle
604,Will the increase of bake dough cause bread rise during bus stop?,Yes,Will the increase of bake dough cause bus stop and the increase of bread rise cause bus stop?,No,O_D,bake dough,bread rise,bus stop
605,Will the increase of dry heater cause lip chapping during lecture break?,Yes,Will the increase of dry heater cause lecture break and the increase of lip chapping cause lecture break?,No,O_D,dry heater,lip chapping,lecture break
606,Will the increase of bad cable cause signal loss during garden walk?,Yes,Will the increase of bad cable cause garden walk and the increase of signal loss cause garden walk?,No,O_D,bad cable,signal loss,garden walk
607,Will the increase of steep hiking cause knee ache during lunch period?,Yes,Will the increase of steep hiking cause lunch period and the increase of knee ache cause lunch period?,No,O_D,steep hiking,knee ache,lunch period
608,Will the increase of bright headlights cause eye squinting during pantry audit?,Yes,Will the increase of bright headlights cause pantry audit and the increase of eye squinting cause pantry audit?,No,O_D,bright headlights,eye squinting,pantry audit
609,Will the increase of cut wood cause log split during shoe tie?,Yes,Will the increase of cut wood cause shoe tie and the increase of log split cause shoe tie?,No,O_D,cut wood,log split,shoe tie
610,Will the increase of new detergent cause skin redness during gallery opening?,Yes,Will the increase of new detergent cause gallery opening and the increase of skin redness cause gallery opening?,No,O_D,new detergent,skin redness,gallery opening
611,Will the increase of energy gel cause heart pounding during ticket check?,Yes,Will the increase of energy gel cause ticket check and the increase of heart pounding cause ticket check?,No,O_D,energy gel,heart pounding,ticket check
612,Will the increase of phone scrolling cause thumb soreness during office cleanup?,Yes,Will the increase of phone scrolling cause office cleanup and the increase of thumb soreness cause office cleanup?,No,O_D,phone scrolling,thumb soreness,office cleanup
613,Will the increase of pull rope cause bell ring during church mass?,Yes,Will the increase of pull rope cause church mass and the increase of bell ring cause church mass?,No,O_D,pull rope,bell ring,church mass
614,Will the increase of cold dessert cause tooth twinge during power outage?,Yes,Will the increase of cold dessert cause power outage and the increase of tooth twinge cause power outage?,No,O_D,cold dessert,tooth twinge,power outage
615,Will the increase of hot sauna cause dizziness onset during weather delay?,Yes,Will the increase of hot sauna cause weather delay and the increase of dizziness onset cause weather delay?,No,O_D,hot sauna,dizziness onset,weather delay
616,Will the increase of tight tie cause neck discomfort during elevator inspection?,Yes,Will the increase of tight tie cause elevator inspection and the increase of neck discomfort cause elevator inspection?,No,O_D,tight tie,neck discomfort,elevator inspection
617,Will the increase of stale fish cause nausea onset during payroll review?,Yes,Will the increase of stale fish cause payroll review and the increase of nausea onset cause payroll review?,No,O_D,stale fish,nausea onset,payroll review
618,Will the increase of glue fumes cause head spinning during road closure?,Yes,Will the increase of glue fumes cause road closure and the increase of head spinning cause road closure?,No,O_D,glue fumes,head spinning,road closure
619,Will the increase of long standing cause foot swelling during service outage?,Yes,Will the increase of long standing cause service outage and the increase of foot swelling cause service outage?,No,O_D,long standing,foot swelling,service outage
620,Will the increase of late transit cause mood irritation during library closing?,Yes,Will the increase of late transit cause library closing and the increase of mood irritation cause library closing?,No,O_D,late transit,mood irritation,library closing
621,Will the increase of sticky keys cause typing errors during campus blackout?,Yes,Will the increase of sticky keys cause campus blackout and the increase of typing errors cause campus blackout?,No,O_D,sticky keys,typing errors,campus blackout
622,Will the increase of weak signal cause call dropping during flight delay?,Yes,Will the increase of weak signal cause flight delay and the increase of call dropping cause flight delay?,No,O_D,weak signal,call dropping,flight delay
623,Will the increase of sun exposure cause skin tanning during mail sorting?,Yes,Will the increase of sun exposure cause mail sorting and the increase of skin tanning cause mail sorting?,No,O_D,sun exposure,skin tanning,mail sorting
624,Will the increase of rough gravel cause shoe scuffing during transit detour?,Yes,Will the increase of rough gravel cause transit detour and the increase of shoe scuffing cause transit detour?,No,O_D,rough gravel,shoe scuffing,transit detour
625,Will the increase of warm soup cause throat soothing during fire drill?,Yes,Will the increase of warm soup cause fire drill and the increase of throat soothing cause fire drill?,No,O_D,warm soup,throat soothing,fire drill
626,Will the increase of sun dazzle cause squint reflex during badge update?,Yes,Will the increase of sun dazzle cause badge update and the increase of squint reflex cause badge update?,No,O_D,sun dazzle,squint reflex,badge update
627,Will the increase of stale air cause cough fit during chair cleaning?,Yes,Will the increase of stale air cause chair cleaning and the increase of cough fit cause chair cleaning?,No,O_D,stale air,cough fit,chair cleaning
628,Will the increase of pepper fumes cause throat sting during paper audit?,Yes,Will the increase of pepper fumes cause paper audit and the increase of throat sting cause paper audit?,No,O_D,pepper fumes,throat sting,paper audit
629,Will the increase of tight corset cause rib pressure during garage sweep?,Yes,Will the increase of tight corset cause garage sweep and the increase of rib pressure cause garage sweep?,No,O_D,tight corset,rib pressure,garage sweep
630,Will the increase of loud bang cause flinch reflex during printer reboot?,Yes,Will the increase of loud bang cause printer reboot and the increase of flinch reflex cause printer reboot?,No,O_D,loud bang,flinch reflex,printer reboot
631,Will the increase of warm soda cause burp increase during shift signup?,Yes,Will the increase of warm soda cause shift signup and the increase of burp increase cause shift signup?,No,O_D,warm soda,burp increase,shift signup
632,Will the increase of damp socks cause foot chills during coffee break?,Yes,Will the increase of damp socks cause coffee break and the increase of foot chills cause coffee break?,No,O_D,damp socks,foot chills,coffee break
633,Will the increase of sew cloth cause dress form during cloud move?,Yes,Will the increase of sew cloth cause cloud move and the increase of dress form cause cloud move?,No,O_D,sew cloth,dress form,cloud move
